Scientific_Name	Common_Name
Acanthemblemaria aspera	roughhead blenny
Trachyrincus murrayi	roughnose grenadier
Pseudorhombus oligodon	roughscale flounder
Clidoderma asperrimum	roughscale sole
Cynoglossus lida	roughscale tonguesole
Centroscymnus owstoni	roughskin dogfish
Rastrinus scutiger	roughskin sculpin
Trachidermus fasciatus	roughskin sculpin
Dipturus trachyderma	roughskin skate
Triglops macellus	roughspine sculpin
Bathytoshia centroura	roughtail stingray
Neogobius melanostomus	round goby
Rajella fyllae	round ray
Prosopium cylindraceum	round whitefish
Murina cyclotis	Round-eared tube-nosed bat
Xerospermophilus tereticaudus	round-tailed ground squirrel
Occidozyga martensii	round-tongued floating frog
Lactoria diaphana	roundbelly cowfish
Albula glossodonta	roundjaw bonefish
Coryphaenoides rupestris	roundnose grenadier
Centrobranchus nigroocellatus	roundnose lanternfish
Dionda episcopa	roundnose minnow
Tetrapturus georgii	roundscale spearfish
Macropodus chinensis	roundtail paradisefish
Leptobotia elongata	royal clown loach
Pictichromis paccagnellae	royal dottyback
Rexea prometheoides	royal escolar
Heleophryne regis	royal ghost frog
Gramma loreto	royal gramma
Eudyptes schlegeli	Royal penguin
Microthrissa royauxi	royal sprat
Thalasseus maximus	Royal tern
Inpaichthys kerri	royal tetra
Ochotona roylei	Royle's pika
Pristimantis rozei	Roze's robber frog
Macrocephenchelys brevirostris	rubbernose conger
Trimma naudei	rubble dwarfgoby
Apogon coccineus	ruby cardinalfish
Synchiropus sycorax	ruby dragonet
Ameerega parvula	ruby poison frog
Etelis carbunculus	ruby snapper
Cataetyx rubrirostris	rubynose brotula
Rucervus duvaucelii	Rucervus duvaucelii branderi
Rucervus eldii	Rucervus eldii eldii
Scardinius erythrophthalmus	rudd
Oxyura jamaicensis	ruddy duck
Halcyon coromanda	ruddy kingfisher
Geotrygon montana	ruddy quail-dove
Tadorna ferruginea	ruddy shelduck
Tupaia splendidula	ruddy tree shrew
Arenaria interpres	ruddy turnstone
Vansonia rueppellii	Rueppell's pipistrelle
Cossypha semirufa	Rueppell's robin-chat
Calidris pugnax	ruff
Gymnocephalus cernua	ruffe
Bonasa umbellus	ruffed grouse
Varecia variegata	ruffed lemur
Dasyornis broadbenti	rufous bristle-bird
Buteogallus aequinoctialis	rufous crab-hawk
Pleurodema borellii	rufous four-eyed frog
Leptodactylus fuscus	rufous frog
Lagorchestes hirsutus	rufous hare-wallaby
Myotis bocagii	rufous Myotis
Sasia abnormis	rufous piculet
Nyctibius bracteatus	Rufous potoo
Aepyprymnus rufescens	rufous rat-kangaroo
Chaetops frenatus	Rufous rock-jumper
Heterophasia capistrata	rufous sibia
Diplomys labilis	rufous soft-furred spiny-rat
Climacteris rufus	rufous treecreeper
Attagis gayi	rufous-bellied seedsnipe
Turdus rufiventris	rufous-bellied thrush
Prunella strophiata	rufous-breasted accentor
Odontophorus speciosus	rufous-breasted wood quail
Cyanoderma ruficeps	rufous-capped babbler
Odontophorus erythrops	rufous-fronted wood quail
Aceros waldeni	rufous-headed hornbill
Aleadryas rufinucha	rufous-naped whistler
Pyrgilauda ruficollis	rufous-necked snowfinch
Calidris ruficollis	rufous-necked stint
Oenomys hypoxanthus	rufous-nosed rat
Laterallus melanophaius	rufous-sided crake
Amolops loloensis	rufous-spotted torrent frog
Lanius isabellinus	rufous-tailed shrike
Curruca subcoerulea	Rufous-vented warbler
Butastur liventer	rufous-winged buzzard
Schoeniparus castaneceps	rufous-winged fulvetta
Illadopsis rufescens	rufous-winged Illadopsis
Phrynobatrachus acutirostris	Rugegewald river frog
Hoplobatrachus rugulosus	rugose frog
Leptodactylus rugosus	rugose thin-toed frog
Gastrotheca ruizi	Ruiz's marsupial frog
Hemigrammus bleheri	rummy-nose tetra
Phrynobatrachus rungwensis	Rungwe puddle frog
Rupicapra pyrenaica	Rupicapra pyrenaica ornata
Rupicapra pyrenaica	Rupicapra pyrenaica pyrenaica
Rupicapra rupicapra	Rupicapra rupicapra balcanica
Rupicapra rupicapra	Rupicapra rupicapra cartusiana
Rupicapra rupicapra	Rupicapra rupicapra rupicapra
Rupicapra rupicapra	Rupicapra rupicapra tatrica
Rusa unicolor	Rusa unicolor dejeani
Rusa unicolor	Rusa unicolor hainana
Rusa unicolor	Rusa unicolor swinhoei
Lutjanus russellii	Russell's snapper
Acipenser gueldenstaedtii	Russian sturgeon
Corydoras rabauti	rust corydoras
Pseudocoris aurantiofasciata	rust-banded wrasse
Litoria rothii	rust-eyed treefrog
Emberiza rustica	rustic bunting
Centropyge ferrugata	rusty angelfish
Inegocia japonica	rusty flathead
Priolepis hipoliti	rusty goby
Aphareus rutilans	rusty jobfish
Garrulax poecilorhynchus	rusty laughingthrush
Rhinella rubescens	rusty toad
Boana boans	rusty treefrog
Lophuromys sikapusi	rusty-bellied brush-furred rat
Phyllomys pattoni	Rusty-sided Atlantic tree-rat
Prionailurus rubiginosus	rusty-spotted cat
Cephalophus rubidus	Ruwenzori duiker
Micropotamogale ruwenzorii	Ruwenzori otter shrew
Amietia ruwenzorica	Ruwenzori Range frog
Heliosciurus ruwenzorii	Ruwenzori sun squirrel
Otomys dartmouthi	Ruwnezori vlei rat
Phrynobatrachus versicolor	Rwanda river frog
Pteropus dasymallus	Ryukyu flying fox
Pterygotrigla ryukyuensis	Ryukyu gurnard
Mus caroli	Ryukyu mouse
Columba jouyi	Ryukyu pigeon
Echinotriton andersoni	Ryukyu spiny newt
Staurois latopalmatus	Sabah splash frog
Pipa parva	Sabana Surinam toad
Microsciurus sabanillae	sabanillae dwarf squirrel
Martes zibellina	sable
Hippotragus niger	sable antelope
Anoplopoma fimbria	sablefish
Sargocentron spiniferum	sabre squirrelfish
Lycothrissa crocodilus	sabretoothed thryssa
Orthodon microlepidotus	Sacramento blackfish
Aneides hardii	Sacramento mountain salamander
Pogonichthys macrolepidotus	Sacramento splittail
Threskiornis aethiopicus	Sacred ibis
Amphiprion ephippium	saddle anemonefish
Chaetodon ephippium	saddle butterflyfish
Cirrhoscyllium japonicum	saddle carpetshark
Pomadasys maculatus	saddle grunt
Philesturnus carunculatus	saddleback
Amphiprion polymnus	saddleback clownfish
Delphinus delphis	saddleback dolphin
Pholis ornata	saddleback gunnel
Polypterus endlicherii	saddled bichir
Malacoctenus triangulatus	saddled blenny
Iniistius auropunctatus	saddled sandburrower
Leiuranus semicinctus	saddled snake-eel
Triplophysa sellaefer	saddled stone loach
Eleginus gracilis	saffron cod
Xanthopsar flavus	saffron-cowled blackbird
Ventrifossa garmani	Sagami grenadier
Hexanematichthys sagor	Sagor catfish
Taterillus arenarius	Sahel gerbil
Emblemaria pandionis	sailfin blenny
Poecilia latipinna	sailfin molly
Oxynotus paradoxus	sailfin roughshark
Arctoscopus japonicus	sailfin sandfish
Nautichthys oculofasciatus	sailfin sculpin
Pteronotropis hypselopterus	sailfin shiner
Zebrasoma velifer	sailfin tang
Crenuchus spilurus	sailfin tetra
Prognichthys sealei	sailor flyingfish
Saimiri boliviensis	Saimiri boliviensis boliviensis
Saimiri boliviensis	Saimiri boliviensis peruviensis
Saimiri oerstedii	Saimiri oerstedii citrinellus
Saimiri oerstedii	Saimiri oerstedii oerstedii
Saimiri sciureus	Saimiri sciureus macrodon
Saimiri sciureus	Saimiri sciureus sciureus
Pelophryne signata	Saint Andrew's Cross toadlet
Eviota saipanensis	Saipan pygmy goby
Pollachius virens	saithe
Falco cherrug	Saker falcon
Rhynchocypris percnurus sachalinensis	Sakhalin lake minnow
Cottus amblystomopsis	Sakhalin sculpin
Limanda sakhalinensis	Sakhalin sole
Pungitius tymensis	Sakhalin sticlkeback
Acipenser mikadoi	Sakhalin sturgeon
Parmaturus pilosus	salamander catshark
Salamandra salamandra	Salamandra salamandra gallaica
Pristimantis subsigillatus	Salidero robber frog
Latidens salimalii	Salim Ali's fruit bat
Salmo ischchan	Salmo ischchan gegarkuni
Salmo trutta	Salmo trutta fario
Salmo trutta	Salmo trutta trutta
Cacatua moluccensis	salmon-crested cockatoo
Limnodynastes salmini	salmon-striped frog
Chrysichthys brachynema	salmontail catfish
Madoqua saltiana	Salt's dikdik
Gastrotheca chrysosticta	Salta marsupial frog
Aromobates saltuensis	salty rocket frog
Salvelinus alpinus	Salvelinus alpinus alpinus
Salvelinus alpinus	Salvelinus alpinus erythrinus
environmental samples	Salvelinus environmental sample
Salvelinus leucomaenis	Salvelinus leucomaenis imbrius
Salvelinus leucomaenis	Salvelinus leucomaenis japonicus
Salvelinus leucomaenis	Salvelinus leucomaenis leucomaenis
Salvelinus leucomaenis	Salvelinus leucomaenis pluvius
Salvelinus malma	Salvelinus malma miyabei
Chiroderma salvini	Salvin's big-eyed bat
Sundasciurus samarensis	Samar squirrel
Rusa unicolor	Sambar
Ansonia latidisca	Sambas stream toad
Dyscophus guineti	Sambava tomato frog
Neoniphon sammara	Sammara squirrelfish
Nectamia savayensis	Samoan cardinalfish
Hypoatherina temminckii	Samoan silverside
Sargocentron ittodai	samurai squirrelfish
Paratelmatobius poecilogaster	San Andre rapids frog
Pristimantis calcarulatus	San Antonio robber frog
Hyla sanchiangensis	San Chiang treefrog
Cochranella euknemos	San Jose cochran frog
Leptodactylus stenodema	San Jose white-lipped frog
Gastrotheca pseustes	San Lucas marsupial frog
Leptodactylus insularum	San Miguel Island frog
Pristimantis cryophilius	San Vicente robber frog
Pteropus mahaganus	Sanborn's flying fox
Dendropsophus sanborni	Sanborn's treefrog
Felis margarita	sand cat
Sticharium dorsale	sand crawler
Squatina dumeril	sand devil
Synodus intermedius	sand diver
Myzopsetta punctatissima	sand flounder
Pomatoschistus minutus	sand goby
Percopsis transmontana	sand roller
Notropis stramineus	sand shiner
Limnichthys nitidus	sand submarine
Carcharias taurus	sand tiger shark
Ammolabrus dicrus	sand wrasse
Carcharhinus plumbeus	sandbar shark
Craugastor sandersoni	Sanderson's streamfrog
Scincus scincus	sandfish skink
Antigone canadensis	Sandhill crane
Sminthopsis psammophila	sandhill dunnart
Bathyraja interrupta	sandpaper skate
Bathyraja kincaidii	sandpaper skate
Pseudantechinus bilarni	Sandstone dibbler
Cantherhines sandwichiensis	Sandwich Isle file
Nyctimystes kubori	sandy big-eyed treefrog
Spalax arenarius	Sandy blind mole rat
Ctenogobiops feroculus	sandy prawn-goby
Leucoraja circularis	sandy ray
Hyperlophus vittatus	sandy sprat
Tarsius sangirensis	Sangihe tarsier
Takifugu flavidus	sansaifugu
Bokermannohyla alvarengai	Santa Barbara treefrog
Chiasmocleis leucosticta	Santa Catarina humming frog
Physalaemus nanus	Santa Catharina dwarf frog
Teratohyla midas	Santa Cecilia cochran frog
Pristimantis croceoinguinis	Santa Cecilia robber frog
Hyloxalus sauli	Santa Cecilia rocket frog
Physalaemus soaresi	Santa Cruz dwarf frog
Leptodactylus laticeps	Santa Fe frog
Rhinella macrorhina	Santa Rita beaked toad
Leucostethus fraterdanieli	Santa Rita rocket frog
Nymphargus megacheirus	Santa Rosa cochran frog
Andinobates virolinensis	Santander poison frog
Phyllomedusa distincta	Sao Paulo leaf frog
Ischnocnema spanios	Sao Paulo robber frog
Scinax obtriangulatus	Sao Paulo snouted treefrog
Crithagra concolor	Sao Tome canary
Myonycteris brachycephala	Sao Tome collared fruit bat
Phrynobatrachus leveleve	Sao Tome puddle frog
Pseudoryx nghetinhensis	saola
Sapajus nigritus	Sapajus nigritus robustus
Pomacentrus pavo	sapphire damsel
Chrysiptera cyanea	sapphire devil
Lycenchelys sarsii	Sar's wolf eel
Cephaloscyllium sarawakensis	Sarawak pygmy swell shark
Dendropsophus parviceps	Sarayacu treefrog
Neoclinus blanchardi	sarcastic fringehead
Sarcocheilichthys nigripinnis	Sarcocheilichthys nigripinnis morii
Sarcocheilichthys sinensis	Sarcocheilichthys sinensis sinensis
Sarcocheilichthys variegatus	Sarcocheilichthys variegatus microoculus
Sarcocheilichthys variegatus	Sarcocheilichthys variegatus variegatus
Sarcocheilichthys variegatus	Sarcocheilichthys variegatus wakiyae
Yuriria alta	sardina blanca
Sardina pilchardus	sardine
Curruca melanocephala	Sardinian warbler
Xanthichthys ringens	Sargassum triggerfish
Histrio histrio	sargassumfish
Antigone antigone	Sarus crane
Trichopsetta ventralis	sash flounder
Melanocharis citreola	Satin berrypecker
Ptilonorhynchus violaceus	satin bowerbird
Sander canadensis	sauger
Chroicocephalus saundersi	Saunders's gull
Centrolene savagei	Savage's cochran frog
Lepturacanthus savala	Savalani hairtail
Graphiurus kelleni	savanna dormouse
Buteogallus meridionalis	savanna hawk
Osteopilus ocellatus	Savanna-la-Mar treefrog
Xenopus longipes	savannah clawed frog
Ranoidea brevipes	savannah water-holding frog
Hypsugo savii	Savi's pipistrelle
Hyla savignyi	Savingny's treefrog
Sarritor frenatus	sawback poacher
Sphyraena putnamae	sawtooth barracuda
Serrivomer sector	sawtooth eel
Thraupis sayaca	Sayaca tanager
Arnoglossus laterna	scaldfish
Acanthopsetta nadeshnyi	scale-eye plaice
Acantholabrus palloni	scale-rayed wrasse
Columbina squammata	scaled dove
Patagioenas speciosa	scaled pigeon
Callipepla squamata	scaled quail
Harengula jaguana	scaled sardine
Bathophilus vaillanti	scaleless dragonfish
Chirostomias pliopterus	scaleless dragonfish
Sphyrna lewini	scalloped hammerhead
Zu cristatus	scalloped ribbonfish
Prionurus scalprum	scalpel sawtail
Chromis lepidolepis	scaly chromis
Pomacentrus lepidogenys	scaly damsel
Stomias boa	scaly dragonfis
Setipinna taty	scaly hairfin anchovy
Trochalopteron subunicolor	scaly laughingthrush
Diptychus maculatus	scaly osman
Scopelosaurus harryi	scaly paperbone
Lonchura punctulata	scaly-breasted munia
Tropicoperdix chloropus	scaly-breasted partridge
Malacopteron cinereum	scaly-crowned babbler
Oxyurichthys auchenolepis	scaly-nape tentacle goby
Mergus squamatus	scaly-sided merganser
Wyulda squamicaudata	Scaly-tailed Possum
Artedius harringtoni	scalyhead sculpin
Antennatus coccineus	scarlet frogfish
Ara macao	Scarlet macaw
Petroica boodang	scarlet robin
Myripristis pralinia	scarlet soldierfish
Piranga olivacea	scarlet tanager
Psittacara wagleri	Scarlet-fronted Parakeet
Amblyramphus holosericeus	scarlet-headed blackbird
Schindleria praematura	Schindler's fish
Schizopygopsis malacanthus	Schizopygopsis malacanthus baoxingensis
Schizopygopsis malacanthus	Schizopygopsis malacanthus chengi
Schizothorax yunnanensis	Schizothorax yunnanensis paoshanensis
Sebastes schlegelii	Schlegel's black rockfish
Hydrolaetare schmidti	Schmidt's forest frog
Eleutherodactylus schmidti	Schmidt's robber frog
Crossodactylus schmidti	Schmidt's spinythumb frog
Scinax uruguayus	Schmidt's Uruguay treefrog
Paleosuchus trigonatus	Schneider's dwarf caiman
Emberiza aureola	Schoeniclus aureolus ornatus
Emberiza yessoensis	Schoeniclus yessoensis yessoensis
Miniopterus schreibersii	Schreibers' long-fingered bat
Salamandrella tridactyla	Schrenck's Siberian newt
Chiasmocleis schubarti	Schubart's humming frog
Dendropsophus schubarti	Schubart's Rondonia treefrog
Pristimantis schultei	Schulte's robber frog
Corythoichthys schultzi	Schultz's pipefish
Ptychohyla leonhardschultzei	Schultze's stream frog
Elseya schultzei	Schultzes snapping turtle
Lophostoma schulzi	Schulz's round-eared bat
Corydoras schwartzi	Schwartz's catfish
Myotis martiniquensis	Schwartz's myotis
Oryx dammah	scimitar-horned oryx
Rasbora trilineata	scissor-tailed rasbora
Abudefduf sexfasciatus	scissortail sergeant
Sciurillus pusillus	Sciurillus pusillus kuhlii
Sciurus vulgaris	Sciurus vulgaris fuscoater
Goura sclaterii	Sclater's crowned-pigeon
Lophophorus sclateri	Sclater's monal
Calonectris diomedea	Scopoli's shearwater
Scotonycteris zenkeri	Scotonycteris zenkeri occidentalis
Cirrhilabrus scottorum	Scott's wrasse
Aphantophryne pansa	Scratchley Guinea frog
Chaetodon meyeri	scrawled butterflyfish
Acanthostracion quadricornis	scrawled cowfish
Aluterus scriptus	scrawled filefish
Alophoixus bres	scrub bulbul
Euphonia affinis	Scrub Euphonia
Lepus saxatilis	scrub hare
Aphelocoma coerulescens	scrub jay
Acanthornis magna	Scrubtit
Murina tubinaris	Scully's tube-nosed bat
Glyphotes simus	sculptor squirrel
Pseudanthias squamipinnis	sea goldie
Petromyzon marinus	sea lamprey
Enhydra lutris	sea otter
Hippocampus fuscus	sea pony
Hemitripterus americanus	sea raven
Spinachia spinachia	sea stickleback
Careproctus reinhardti	sea tadpole
Chilorhinus suensonii	seagrass eel
Halichoeres papilionaceus	seagrass wrasse
Bathymaster signatus	searcher
Syngnathus schlegeli	seaweed pipefish
Carollia perspicillata	Seba's short-tailed bat
Amphiprion sebae	Sebae anemonefish
Sebastes pachycephalus	Sebastes pachycephalus chalcogrammus
Sebastes pachycephalus	Sebastes pachycephalus pachycephalus
Lycalopex sechurae	Sechura desert fox
Prosciurillus abstrusus	secretive dwarf squirrel
Balaenoptera borealis	sei whale
Petaurillus kinlochii	Selangor pygmy flying squirrel
Pomacanthus semicirculatus	semicircle angelfish
Malacoptila semicincta	semicollared puffbird
Semilabeo	Semilabeo notabilis
Semilabeo	Semilabeo obscurus
Lasiurus seminolus	Seminole bat
Calidris pusilla	semipalmated sandpiper
Bagrus docmak	semutundu
Hynobius nigrescens	Sendai salamander
Galago senegalensis	Senegal galago
Taterillus pygargus	Senegal gerbil
Trachylepis affinis	Senegal mabuya
Raiamas senegalensis	Senegal minnow
Poicephalus senegalus	Senegal parrot
Kassina senegalensis	Senegal running frog
Burhinus senegalensis	Senegal thick-knee
Solea senegalensis	Senegalese sole
Cynoglossus senegalensis	Senegalese tonguesole
Urolophus aurantiacus	sepia stingray
Rhynchomeles prattorum	Seram bandicoot
Salarias ceramensis	Seram blenny
Abudefduf saxatilis	sergeant major
Parapocryptes serperaster	serpent mudskipper
